Games,NOC,Athletes,Sports,Events,Competitor Age (Avg),Competitor Height (Avg),Competitor Weight (Avg),M/F,Summer,Home_Field Adv,Year,Gold,Silver,Bronze,Medaled,Total Medals,Athletes per Event,% Medal Bronze
1980 Summer,CRC,27,5,17,24.963,174.963,68.889,1,1,0,1980,0,0,0,0,0,1.588,0.0
1980 Summer,CUB,207,19,92,24.319,178.029,75.647,1,1,0,1980,8,7,5,1,20,2.25,0.25
1980 Summer,CYP,14,3,13,23.929,174.643,71.786,1,1,0,1980,0,0,0,0,0,1.077,0.0
1980 Summer,DEN,58,13,30,26.5,182.362,79.293,1,1,0,1980,4,2,2,1,8,1.933,0.25
1980 Summer,DOM,4,2,5,21.25,173.0,65.75,1,1,0,1980,0,0,0,0,0,0.8,0.0
1980 Summer,ECU,9,4,10,20.222,174.333,68.444,1,1,0,1980,0,0,0,0,0,0.9,0.0
1980 Summer,ESP,154,18,75,23.825,179.325,75.221,1,1,0,1980,2,19,3,1,24,2.053,0.125
1980 Summer,ETH,41,3,26,25.39,172.488,59.268,1,1,0,1980,2,0,2,1,4,1.577,0.5
1980 Summer,FIN,105,16,71,25.962,179.019,75.714,1,1,0,1980,3,1,5,1,9,1.479,0.556
1980 Summer,FRA,121,13,85,23.769,177.397,70.917,1,1,0,1980,18,5,6,1,29,1.424,0.207
1980 Summer,GBR,218,14,144,23.555,176.546,71.115,1,1,0,1980,5,18,24,1,47,1.514,0.511
1980 Summer,GDR,346,17,167,23.561,178.662,74.668,1,1,0,1980,115,88,61,1,264,2.072,0.231
1980 Summer,GRE,39,8,30,24.179,176.974,77.128,1,1,0,1980,1,0,4,1,5,1.3,0.8
1980 Summer,GUA,10,5,7,28.3,175.3,70.1,1,1,0,1980,0,0,0,0,0,1.429,0.0
1980 Summer,GUI,5,3,6,27.8,171.6,64.8,1,1,0,1980,0,0,0,0,0,0.833,0.0
1980 Summer,GUY,8,3,10,24.25,177.75,63.125,1,1,0,1980,0,0,1,1,1,0.8,1.0
1980 Summer,HUN,259,21,151,25.189,176.777,72.716,1,1,0,1980,8,13,40,1,61,1.715,0.656
1980 Summer,IND,54,8,27,26.213,173.889,67.657,1,1,0,1980,16,0,0,1,16,2.0,0.0
1980 Summer,IRL,46,11,38,25.37,177.957,74.109,1,1,0,1980,0,2,1,1,3,1.211,0.333
1980 Summer,IRQ,22,3,9,24.773,174.409,70.273,1,1,0,1980,0,0,0,0,0,2.444,0.0
1980 Summer,ISL,6,2,8,26.5,187.667,92.333,1,1,0,1980,0,0,0,0,0,0.75,0.0
1980 Summer,ITA,159,19,88,24.365,179.346,74.296,1,1,0,1980,8,21,8,1,37,1.807,0.216
1980 Summer,JAM,18,2,15,22.056,175.667,66.944,1,1,0,1980,0,0,3,1,3,1.2,1.0
1980 Summer,JOR,4,1,3,33.75,169.75,70.25,1,1,0,1980,0,0,0,0,0,1.333,0.0
1980 Summer,KUW,33,5,17,21.182,171.394,70.303,1,1,0,1980,0,0,0,0,0,1.941,0.0
1980 Summer,LAO,19,3,16,21.579,165.105,56.737,1,1,0,1980,0,0,0,0,0,1.188,0.0
1980 Summer,LES,5,1,6,27.0,168.0,67.6,1,1,0,1980,0,0,0,0,0,0.833,0.0
1980 Summer,LIB,4,4,5,26.75,172.75,78.75,1,1,0,1980,0,0,1,1,1,0.8,1.0
1980 Summer,LUX,2,2,3,32.0,176.0,103.5,1,1,0,1980,0,0,0,0,0,0.667,0.0
1980 Summer,MAD,10,4,17,19.7,163.7,56.5,1,1,0,1980,0,0,0,0,0,0.588,0.0
1980 Summer,MEX,44,12,42,25.023,167.818,61.477,1,1,0,1980,0,1,9,1,10,1.048,0.9
1980 Summer,MGL,43,8,41,25.116,170.116,67.488,1,1,0,1980,0,2,2,1,4,1.049,0.5
1980 Summer,MLI,3,3,3,26.667,177.667,74.0,1,1,0,1980,0,0,0,0,0,1.0,0.0
1980 Summer,MLT,6,3,4,25.167,169.5,59.333,1,1,0,1980,0,0,0,0,0,1.5,0.0
1980 Summer,MOZ,1,1,1,13.0,170.0,61.0,1,1,0,1980,0,0,0,0,0,1.0,0.0
1980 Summer,MYA,2,2,2,28.5,163.5,69.0,1,1,0,1980,0,0,0,0,0,1.0,0.0
1980 Summer,NCA,5,3,6,18.2,162.0,52.8,1,1,0,1980,0,0,0,0,0,0.833,0.0
1980 Summer,NED,75,10,56,24.507,182.693,78.293,1,1,0,1980,0,1,5,1,6,1.339,0.833
1980 Summer,NEP,9,3,8,23.444,164.222,53.889,1,1,0,1980,0,0,0,0,0,1.125,0.0
1980 Summer,NGR,27,4,21,22.963,173.926,66.407,1,1,0,1980,0,0,0,0,0,1.286,0.0
1980 Summer,NZL,3,2,5,27.333,179.333,81.0,1,1,0,1980,0,0,0,0,0,0.6,0.0
1980 Summer,PER,28,5,26,23.143,173.964,72.714,1,1,0,1980,0,0,0,0,0,1.077,0.0
1980 Summer,POL,306,21,162,24.556,177.784,73.619,1,1,0,1980,3,25,22,1,50,1.889,0.44
1980 Summer,POR,11,6,17,23.364,169.636,60.455,1,1,0,1980,0,0,0,0,0,0.647,0.0
1980 Summer,PRK,47,8,40,22.787,163.745,59.787,1,1,0,1980,0,3,2,1,5,1.175,0.4
1980 Summer,PUR,3,1,3,19.0,169.333,57.333,1,1,0,1980,0,0,0,0,0,1.0,0.0
1980 Summer,ROU,225,20,133,25.117,176.504,73.387,1,1,0,1980,7,15,46,1,68,1.692,0.676
1980 Summer,SEN,27,4,19,24.889,185.259,79.111,1,1,0,1980,0,0,0,0,0,1.421,0.0
