Games,NOC,Athletes,Sports,Events,Competitor Age (Avg),Competitor Height (Avg),Competitor Weight (Avg),M/F,Summer,Home_Field Adv,Year,Gold,Silver,Bronze,Medaled,Total Medals,Athletes per Event,% Medal Bronze
2008 Summer,GEO,35,11,35,25.629,176.543,77.414,1,1,0,2008,3,0,3,1,6,1.0,0.5
2008 Summer,GEQ,2,1,2,22.0,162.5,69.5,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,GER,420,30,207,26.921,180.302,75.951,1,1,0,2008,42,16,41,1,99,2.029,0.414
2008 Summer,GHA,6,2,6,24.5,174.167,69.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,GRE,152,23,105,26.276,179.434,74.885,1,1,0,2008,0,3,4,1,7,1.448,0.571
2008 Summer,GRN,8,2,7,25.375,176.375,65.5,1,1,0,2008,0,0,0,0,0,1.143,0.0
2008 Summer,GUA,12,9,12,28.167,173.75,67.708,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,GUI,4,2,4,24.75,179.25,70.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,GUM,6,5,7,21.5,174.5,92.667,1,1,0,2008,0,0,0,0,0,0.857,0.0
2008 Summer,GUY,3,2,3,26.333,169.0,60.667,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,HAI,6,3,6,28.0,174.0,77.583,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,HKG,34,11,33,25.912,170.441,62.5,1,1,0,2008,0,0,0,0,0,1.03,0.0
2008 Summer,HON,25,5,8,22.88,176.72,74.76,1,1,0,2008,0,0,0,0,0,3.125,0.0
2008 Summer,HUN,170,20,126,25.903,179.238,75.868,1,1,0,2008,16,8,3,1,27,1.349,0.111
2008 Summer,INA,24,7,17,25.042,167.875,63.792,1,1,0,2008,2,2,3,1,7,1.412,0.429
2008 Summer,IND,53,12,48,25.717,173.264,71.83,1,1,0,2008,1,0,2,1,3,1.104,0.667
2008 Summer,IRI,54,12,40,24.926,182.093,84.685,1,1,0,2008,1,0,1,1,2,1.35,0.5
2008 Summer,IRL,54,12,42,26.778,178.648,71.037,1,1,0,2008,0,1,2,1,3,1.286,0.667
2008 Summer,IRQ,4,2,3,26.5,179.5,81.5,1,1,0,2008,0,0,0,0,0,1.333,0.0
2008 Summer,ISL,27,5,18,25.481,187.0,86.185,1,1,0,2008,0,14,0,1,14,1.5,0.0
2008 Summer,ISR,42,12,45,24.952,173.738,65.333,1,1,0,2008,0,0,1,1,1,0.933,1.0
2008 Summer,ISV,7,5,8,26.143,184.286,77.429,1,1,0,2008,0,0,0,0,0,0.875,0.0
2008 Summer,ITA,332,29,190,27.247,178.075,72.444,1,1,0,2008,8,14,20,1,42,1.747,0.476
2008 Summer,IVB,2,1,2,25.0,177.0,90.5,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,JAM,47,4,28,26.489,176.574,71.511,1,1,0,2008,5,3,5,1,13,1.679,0.385
2008 Summer,JOR,6,5,6,21.167,172.667,66.083,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,JPN,331,31,176,26.06,170.435,65.338,1,1,0,2008,23,15,13,1,51,1.881,0.255
2008 Summer,KAZ,130,19,106,25.315,176.069,71.492,1,1,0,2008,2,4,7,1,13,1.226,0.538
2008 Summer,KEN,41,5,24,24.488,167.195,55.122,1,1,0,2008,6,4,4,1,14,1.708,0.286
2008 Summer,KGZ,20,9,22,25.25,176.7,73.85,1,1,0,2008,0,1,1,1,2,0.909,0.5
2008 Summer,KIR,2,2,2,23.5,174.0,93.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,KOR,262,27,142,25.231,174.34,70.655,1,1,0,2008,40,11,26,1,77,1.845,0.338
2008 Summer,KSA,13,3,10,27.615,175.692,69.846,1,1,0,2008,0,0,0,0,0,1.3,0.0
2008 Summer,KUW,8,5,7,26.125,181.0,85.062,1,1,0,2008,0,0,0,0,0,1.143,0.0
2008 Summer,LAO,4,2,4,19.0,160.75,51.5,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,LAT,47,11,33,26.149,183.553,81.936,1,1,0,2008,1,1,1,1,3,1.424,0.333
2008 Summer,LBA,6,4,6,22.333,169.667,70.667,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,LBR,2,1,3,27.5,179.0,71.0,1,1,0,2008,0,0,0,0,0,0.667,0.0
2008 Summer,LCA,4,2,4,24.5,174.0,60.75,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,LES,4,1,2,29.0,163.0,64.5,1,1,0,2008,0,0,0,0,0,2.0,0.0
2008 Summer,LIB,5,3,5,24.0,175.0,71.6,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,LIE,2,2,2,31.5,178.5,71.5,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,LTU,71,16,54,26.408,182.972,78.451,1,1,0,2008,0,2,3,1,5,1.315,0.6
2008 Summer,LUX,13,7,17,25.769,179.0,68.538,1,1,0,2008,0,0,0,0,0,0.765,0.0
2008 Summer,MAD,6,4,6,25.833,164.833,63.25,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MAR,36,7,26,27.833,172.583,62.5,1,1,0,2008,0,1,1,1,2,1.385,0.5
2008 Summer,MAS,29,10,27,24.379,169.69,65.966,1,1,0,2008,0,1,0,1,1,1.074,0.0
2008 Summer,MAW,2,2,2,19.5,170.0,61.5,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MDA,29,8,28,27.345,177.172,77.724,1,1,0,2008,0,0,1,1,1,1.036,1.0
2008 Summer,MDV,4,2,4,20.25,175.75,58.75,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MEX,83,23,73,26.0,170.711,65.747,1,1,0,2008,2,0,2,1,4,1.137,0.5
2008 Summer,MGL,27,7,28,25.815,170.0,67.87,1,1,0,2008,2,1,0,1,3,0.964,0.0
2008 Summer,MHL,4,3,4,19.25,165.75,65.75,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MKD,7,5,7,23.857,173.714,70.571,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MLI,5,4,5,27.4,181.4,71.4,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MLT,6,4,6,22.167,175.0,74.333,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MNE,19,6,8,26.842,188.0,91.263,1,1,0,2008,0,0,0,0,0,2.375,0.0
2008 Summer,MON,5,5,5,29.0,174.8,75.4,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MOZ,4,3,4,23.5,174.75,66.75,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MRI,10,6,10,26.8,175.6,64.4,1,1,0,2008,0,0,1,1,1,1.0,1.0
2008 Summer,MTN,2,1,2,20.5,169.5,60.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,MYA,6,5,7,23.833,165.5,63.333,1,1,0,2008,0,0,0,0,0,0.857,0.0
2008 Summer,NAM,9,4,9,28.889,172.111,61.667,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,NCA,5,4,6,25.0,166.6,66.4,1,1,0,2008,0,0,0,0,0,0.833,0.0
2008 Summer,NED,237,20,98,26.903,180.882,75.578,1,1,0,2008,39,18,4,1,61,2.418,0.066
2008 Summer,NEP,8,6,8,27.125,163.125,61.625,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,NGR,70,9,33,23.686,172.771,71.443,1,1,0,2008,0,16,7,1,23,2.121,0.304
2008 Summer,NOR,74,14,46,27.865,176.0,70.784,1,1,0,2008,10,4,1,1,15,1.609,0.067
2008 Summer,NRU,1,1,1,21.0,175.0,148.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,NZL,178,17,78,25.927,178.135,74.584,1,1,0,2008,4,2,9,1,15,2.282,0.6
2008 Summer,OMA,4,3,4,26.75,169.75,66.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,PAK,21,4,7,23.952,172.143,63.143,1,1,0,2008,0,0,0,0,0,3.0,0.0
2008 Summer,PAN,5,3,5,23.6,176.6,63.8,1,1,0,2008,1,0,0,1,1,1.0,0.0
2008 Summer,PAR,7,5,7,22.286,173.857,74.857,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,PER,12,10,12,24.167,175.25,79.833,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,PHI,15,8,17,23.267,167.4,62.067,1,1,0,2008,0,0,0,0,0,0.882,0.0
2008 Summer,PLE,3,2,3,22.0,163.0,58.667,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,PLW,5,3,5,23.2,165.4,69.8,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,PNG,7,5,9,24.143,170.143,63.714,1,1,0,2008,0,0,0,0,0,0.778,0.0
2008 Summer,POL,254,23,161,26.575,180.154,76.104,1,1,0,2008,6,13,1,1,20,1.578,0.05
2008 Summer,POR,77,16,65,27.506,173.909,68.175,1,1,0,2008,1,1,0,1,2,1.185,0.0
2008 Summer,PRK,57,12,38,24.368,162.825,58.228,1,1,0,2008,2,1,3,1,6,1.5,0.5
2008 Summer,PUR,22,8,31,23.455,178.182,72.773,1,1,0,2008,0,0,0,0,0,0.71,0.0
2008 Summer,QAT,20,6,14,24.15,174.45,68.9,1,1,0,2008,0,0,0,0,0,1.429,0.0
2008 Summer,ROU,101,16,80,25.851,173.376,67.663,1,1,0,2008,5,1,16,1,22,1.262,0.727
2008 Summer,RSA,134,20,89,25.097,175.216,70.5,1,1,0,2008,0,1,0,1,1,1.506,0.0
2008 Summer,RUS,453,29,242,26.108,178.517,72.818,1,1,0,2008,43,46,53,1,142,1.872,0.373
2008 Summer,RWA,4,2,4,24.75,172.0,61.25,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SAM,6,5,7,29.167,176.167,90.0,1,1,0,2008,0,0,0,0,0,0.857,0.0
2008 Summer,SEN,11,7,12,23.364,171.909,65.091,1,1,0,2008,0,0,0,0,0,0.917,0.0
2008 Summer,SEY,8,6,8,26.5,170.0,75.125,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SKN,4,1,5,24.5,172.0,61.5,1,1,0,2008,0,0,0,0,0,0.8,0.0
2008 Summer,SLE,3,2,3,21.0,160.333,55.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SLO,61,11,60,26.443,180.279,76.098,1,1,0,2008,1,2,2,1,5,1.017,0.4
2008 Summer,SMR,3,3,3,27.667,176.667,72.667,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SOL,2,2,2,23.0,161.0,61.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SOM,2,1,2,17.5,170.5,62.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SRB,87,11,42,25.161,186.54,81.529,1,1,0,2008,0,1,14,1,15,2.071,0.933
2008 Summer,SRI,8,6,9,26.375,169.0,63.25,1,1,0,2008,0,0,0,0,0,0.889,0.0
2008 Summer,STP,3,2,4,22.667,170.333,64.333,1,1,0,2008,0,0,0,0,0,0.75,0.0
2008 Summer,SUD,8,2,7,22.5,171.75,61.0,1,1,0,2008,0,1,0,1,1,1.143,0.0
2008 Summer,SUI,83,20,75,27.855,177.386,70.578,1,1,0,2008,3,1,7,1,11,1.107,0.636
2008 Summer,SUR,4,2,4,19.0,169.0,64.75,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SVK,54,12,51,28.074,179.796,73.796,1,1,0,2008,4,5,1,1,10,1.059,0.1
2008 Summer,SWE,122,20,81,27.352,177.672,71.648,1,1,0,2008,0,5,2,1,7,1.506,0.286
2008 Summer,SWZ,4,2,4,20.0,174.0,64.25,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,SYR,7,5,7,25.0,176.143,76.714,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,TAN,8,2,6,25.875,169.0,61.875,1,1,0,2008,0,0,0,0,0,1.333,0.0
2008 Summer,TGA,3,2,3,29.667,181.667,100.0,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,THA,47,12,43,24.745,167.255,59.787,1,1,0,2008,2,2,0,1,4,1.093,0.0
2008 Summer,TJK,15,8,16,26.467,173.733,75.333,1,1,0,2008,0,1,1,1,2,0.938,0.5
2008 Summer,TKM,10,6,9,23.7,169.7,70.2,1,1,0,2008,0,0,0,0,0,1.111,0.0
2008 Summer,TLS,1,1,1,24.0,151.0,48.0,0,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,TOG,4,4,4,27.5,177.75,76.25,1,1,0,2008,0,0,1,1,1,1.0,1.0
2008 Summer,TPE,78,14,40,25.038,171.769,71.551,1,1,0,2008,0,0,4,1,4,1.95,1.0
2008 Summer,TTO,24,4,18,25.333,177.5,73.417,1,1,0,2008,5,1,0,1,6,1.333,0.0
2008 Summer,TUN,25,10,27,23.16,173.28,67.56,1,1,0,2008,1,0,0,1,1,0.926,0.0
2008 Summer,TUR,67,12,67,25.507,173.94,71.836,1,1,0,2008,1,3,3,1,7,1.0,0.429
2008 Summer,UAE,7,6,8,25.429,171.714,69.571,1,1,0,2008,0,0,0,0,0,0.875,0.0
2008 Summer,UGA,11,4,10,23.545,172.909,58.909,1,1,0,2008,0,0,0,0,0,1.1,0.0
2008 Summer,UKR,243,24,177,25.358,176.663,72.035,1,1,0,2008,10,5,16,1,31,1.373,0.516
2008 Summer,URU,12,6,12,25.5,177.583,72.833,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,USA,587,32,258,26.676,178.903,76.085,1,1,0,2008,127,110,79,1,316,2.275,0.25
2008 Summer,UZB,56,14,67,23.304,177.25,74.268,1,1,0,2008,1,2,3,1,6,0.836,0.5
2008 Summer,VAN,2,2,2,21.5,171.5,69.5,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,VEN,107,21,82,24.607,175.299,70.575,1,1,0,2008,0,0,1,1,1,1.305,1.0
2008 Summer,VIE,12,8,17,25.667,166.5,61.167,1,1,0,2008,0,1,0,1,1,0.706,0.0
2008 Summer,VIN,1,1,1,22.0,178.0,65.0,0,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,YEM,4,3,7,19.5,168.0,56.75,1,1,0,2008,0,0,0,0,0,0.571,0.0
2008 Summer,ZAM,7,4,7,21.857,168.714,61.857,1,1,0,2008,0,0,0,0,0,1.0,0.0
2008 Summer,ZIM,11,5,13,25.545,170.818,63.636,1,1,0,2008,1,3,0,1,4,0.846,0.0
2010 Winter,ALB,1,1,2,23.0,180.0,74.0,1,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,ALG,1,1,1,17.0,170.0,65.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,AND,6,3,15,22.667,177.333,73.667,1,0,0,2010,0,0,0,0,0,0.4,0.0
2010 Winter,ARG,7,3,11,29.571,173.143,70.571,1,0,0,2010,0,0,0,0,0,0.636,0.0
2010 Winter,ARM,4,2,6,20.0,170.5,66.75,1,0,0,2010,0,0,0,0,0,0.667,0.0
2010 Winter,AUS,40,11,32,26.075,173.325,72.775,1,0,0,2010,2,1,0,1,3,1.25,0.0
2010 Winter,AUT,75,13,43,27.587,175.987,74.24,1,0,0,2010,11,9,6,1,26,1.744,0.231
2010 Winter,AZE,2,1,4,33.0,178.0,70.0,1,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,BEL,8,4,8,27.0,176.375,73.5,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,BER,1,1,1,28.0,193.0,81.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,BIH,5,3,8,20.2,174.6,66.8,1,0,0,2010,0,0,0,0,0,0.625,0.0
2010 Winter,BLR,47,6,28,27.936,177.426,76.0,1,0,0,2010,1,1,1,1,3,1.679,0.333
2010 Winter,BRA,5,3,7,27.0,172.0,67.0,1,0,0,2010,0,0,0,0,0,0.714,0.0
2010 Winter,BUL,19,6,26,25.474,173.0,67.105,1,0,0,2010,0,0,0,0,0,0.731,0.0
2010 Winter,CAN,201,15,83,26.741,176.08,75.45,1,0,1,2010,67,15,8,1,90,2.422,0.089
2010 Winter,CAY,1,1,1,22.0,180.0,86.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,CHI,3,1,8,22.667,176.667,76.0,1,0,0,2010,0,0,0,0,0,0.375,0.0
2010 Winter,CHN,85,10,44,23.641,170.012,64.224,1,0,0,2010,9,3,7,1,19,1.932,0.368
2010 Winter,COL,1,1,2,26.0,161.0,52.0,0,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,CRO,19,4,15,25.421,177.842,78.526,1,0,0,2010,0,2,1,1,3,1.267,0.333
2010 Winter,CYP,2,1,4,20.0,168.0,65.5,1,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,CZE,90,13,59,26.9,178.856,76.378,1,0,0,2010,2,0,7,1,9,1.525,0.778
2010 Winter,DEN,17,7,16,30.059,175.824,75.059,1,0,0,2010,0,0,0,0,0,1.062,0.0
2010 Winter,ESP,18,7,23,24.5,172.778,66.333,1,0,0,2010,0,0,0,0,0,0.783,0.0
2010 Winter,EST,30,4,26,25.267,175.8,67.7,1,0,0,2010,0,1,0,1,1,1.154,0.0
2010 Winter,ETH,1,1,1,35.0,177.0,65.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,FIN,91,10,41,26.714,175.945,73.06,1,0,0,2010,0,1,46,1,47,2.22,0.979
2010 Winter,FRA,104,13,63,25.885,174.26,68.837,1,0,0,2010,2,6,6,1,14,1.651,0.429
2010 Winter,GBR,51,11,43,27.294,174.588,73.255,1,0,0,2010,1,0,0,1,1,1.186,0.0
2010 Winter,GEO,6,2,6,18.333,171.333,63.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,GER,149,15,77,27.215,177.96,75.872,1,0,0,2010,15,24,15,1,54,1.935,0.278
2010 Winter,GHA,1,1,1,35.0,180.0,85.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,GRE,7,3,10,27.429,173.857,70.571,1,0,0,2010,0,0,0,0,0,0.7,0.0
2010 Winter,HKG,1,1,3,27.0,175.0,54.0,0,0,0,2010,0,0,0,0,0,0.333,0.0
2010 Winter,HUN,15,5,20,25.133,175.333,70.0,1,0,0,2010,0,0,0,0,0,0.75,0.0
2010 Winter,IND,3,3,3,25.667,176.0,76.667,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,IRI,4,2,5,22.25,175.0,66.75,1,0,0,2010,0,0,0,0,0,0.8,0.0
2010 Winter,IRL,6,4,6,27.167,176.833,71.667,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,ISL,4,1,5,23.5,179.75,82.0,1,0,0,2010,0,0,0,0,0,0.8,0.0
2010 Winter,ISR,3,2,3,26.333,173.667,71.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,ITA,109,13,69,27.257,174.257,70.468,1,0,0,2010,1,1,3,1,5,1.58,0.6
2010 Winter,JAM,1,1,1,23.0,175.0,95.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,JPN,91,14,61,25.835,167.945,63.198,1,0,0,2010,0,5,2,1,7,1.492,0.286
2010 Winter,KAZ,37,8,44,23.324,173.973,66.432,1,0,0,2010,0,1,0,1,1,0.841,0.0
2010 Winter,KGZ,2,2,3,27.0,177.0,70.0,1,0,0,2010,0,0,0,0,0,0.667,0.0
2010 Winter,KOR,45,12,38,22.956,170.2,63.644,1,0,0,2010,6,10,2,1,18,1.184,0.111
2010 Winter,LAT,53,9,29,26.132,179.906,81.943,1,0,0,2010,0,3,0,1,3,1.828,0.0
2010 Winter,LIB,3,1,5,19.667,169.333,58.667,1,0,0,2010,0,0,0,0,0,0.6,0.0
2010 Winter,LIE,4,2,4,30.25,182.75,86.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,LTU,6,3,10,23.667,176.667,68.833,1,0,0,2010,0,0,0,0,0,0.6,0.0
2010 Winter,MAR,1,1,2,32.0,188.0,90.0,1,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,MDA,7,4,10,25.857,174.286,66.857,1,0,0,2010,0,0,0,0,0,0.7,0.0
2010 Winter,MEX,1,1,2,51.0,183.0,77.0,1,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,MGL,2,1,2,25.0,171.5,63.5,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,MKD,3,2,4,22.333,177.667,72.667,1,0,0,2010,0,0,0,0,0,0.75,0.0
2010 Winter,MNE,1,1,2,19.0,178.0,84.0,1,0,0,2010,0,0,0,0,0,0.5,0.0
2010 Winter,MON,3,2,5,33.0,175.667,82.333,1,0,0,2010,0,0,0,0,0,0.6,0.0
2010 Winter,NED,32,4,22,25.438,177.438,72.906,1,0,0,2010,4,1,6,1,11,1.455,0.545
2010 Winter,NEP,1,1,1,40.0,170.0,70.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,NOR,79,11,54,27.177,179.772,75.911,1,0,0,2010,15,11,8,1,34,1.463,0.235
2010 Winter,NZL,16,8,17,25.125,172.625,70.188,1,0,0,2010,0,0,0,0,0,0.941,0.0
2010 Winter,PAK,1,1,1,23.0,168.0,55.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,PER,3,2,5,24.333,169.0,65.0,1,0,0,2010,0,0,0,0,0,0.6,0.0
2010 Winter,POL,46,11,50,24.783,173.522,67.543,1,0,0,2010,1,3,4,1,8,0.92,0.5
2010 Winter,POR,1,1,1,36.0,165.0,60.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,PRK,2,2,3,23.5,162.5,59.0,1,0,0,2010,0,0,0,0,0,0.667,0.0
2010 Winter,ROU,28,9,26,23.571,173.464,71.643,1,0,0,2010,0,0,0,0,0,1.077,0.0
2010 Winter,RSA,2,2,2,26.5,180.0,73.5,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,RUS,175,15,77,25.554,175.743,72.583,1,0,0,2010,6,5,14,1,25,2.273,0.56
2010 Winter,SLO,47,10,41,25.596,175.553,71.234,1,0,0,2010,0,2,1,1,3,1.146,0.333
2010 Winter,SMR,1,1,1,22.0,180.0,75.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,SRB,10,4,8,22.2,181.9,79.3,1,0,0,2010,0,0,0,0,0,1.25,0.0
2010 Winter,SUI,134,14,56,26.351,175.522,73.321,1,0,0,2010,6,0,6,1,12,2.393,0.5
2010 Winter,SVK,68,8,34,27.309,177.618,75.801,1,0,0,2010,1,1,1,1,3,2.0,0.333
2010 Winter,SWE,101,9,44,26.901,177.564,77.168,1,0,0,2010,11,3,4,1,18,2.295,0.222
2010 Winter,TJK,1,1,4,32.0,180.0,82.0,1,0,0,2010,0,0,0,0,0,0.25,0.0
2010 Winter,TPE,1,1,1,24.0,175.0,67.0,1,0,0,2010,0,0,0,0,0,1.0,0.0
2010 Winter,TUR,5,3,9,24.8,169.4,66.2,1,0,0,2010,0,0,0,0,0,0.556,0.0
2010 Winter,UKR,45,9,36,26.222,172.089,66.222,1,0,0,2010,0,0,0,0,0,1.25,0.0
2010 Winter,USA,212,15,84,25.863,174.91,75.024,1,0,0,2010,12,63,22,1,97,2.524,0.227
2010 Winter,UZB,3,2,5,26.0,180.0,60.333,1,0,0,2010,0,0,0,0,0,0.6,0.0
2012 Summer,AFG,6,4,6,24.833,171.667,60.833,1,1,0,2012,0,0,1,1,1,1.0,1.0
2012 Summer,ALB,9,5,9,23.667,176.0,78.556,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ALG,34,12,25,24.941,174.529,66.853,1,1,0,2012,1,0,0,1,1,1.36,0.0
2012 Summer,AND,5,4,5,35.4,173.4,68.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ANG,33,6,10,26.273,174.667,70.242,1,1,0,2012,0,0,0,0,0,3.3,0.0
2012 Summer,ANT,4,2,4,23.0,174.25,68.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ARG,136,23,62,27.706,180.618,78.162,1,1,0,2012,1,15,3,1,19,2.194,0.158
2012 Summer,ARM,24,9,30,25.75,175.875,77.0,1,1,0,2012,0,1,2,1,3,0.8,0.667
2012 Summer,ARU,4,3,4,23.75,173.0,87.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,ASA,3,2,3,21.0,171.0,73.333,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,AUS,390,27,190,26.595,179.395,74.359,1,1,0,2012,18,37,59,1,114,2.053,0.518
2012 Summer,AUT,70,19,69,28.071,177.371,69.829,1,1,0,2012,0,0,0,0,0,1.014,0.0
2012 Summer,AZE,46,14,46,25.174,173.152,72.913,1,1,0,2012,2,2,6,1,10,1.0,0.6
2012 Summer,BAH,18,2,14,26.722,177.889,70.111,1,1,0,2012,4,0,0,1,4,1.286,0.0
2012 Summer,BAN,5,5,7,20.6,166.8,63.2,1,1,0,2012,0,0,0,0,0,0.714,0.0
2012 Summer,BAR,6,3,6,23.0,183.333,74.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BDI,5,2,5,22.6,172.0,61.2,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BEL,111,16,71,27.243,177.568,70.541,1,1,0,2012,0,1,2,1,3,1.563,0.667
2012 Summer,BEN,4,3,4,24.75,173.25,65.25,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BER,6,4,6,28.167,176.5,67.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BHU,2,2,2,27.5,155.0,60.0,0,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BIH,6,4,8,28.167,181.667,81.667,1,1,0,2012,0,0,0,0,0,0.75,0.0
2012 Summer,BIZ,3,2,3,27.333,164.0,66.667,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BLR,155,23,108,26.961,177.516,73.955,1,1,0,2012,3,9,8,1,20,1.435,0.4
2012 Summer,BOL,4,2,4,22.25,171.5,65.25,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BOT,3,1,3,24.0,179.0,65.0,1,1,0,2012,0,1,0,1,1,1.0,0.0
2012 Summer,BRA,243,27,138,27.239,178.815,73.37,1,1,0,2012,14,33,11,1,58,1.761,0.19
2012 Summer,BRN,12,3,11,22.75,167.5,57.833,1,1,0,2012,0,0,1,1,1,1.091,1.0
2012 Summer,BRU,3,2,3,18.667,168.0,59.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,BUL,63,17,56,26.286,178.143,71.127,1,1,0,2012,0,1,1,1,2,1.125,0.5
2012 Summer,BUR,5,3,5,22.8,174.4,68.2,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CAF,4,2,4,24.5,173.25,61.0,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CAM,6,4,6,22.5,169.5,60.5,1,1,0,2012,0,0,0,0,0,1.0,0.0
2012 Summer,CAN,273,28,179,26.56,175.912,70.434,1,1,0,2012,1,21,33,1,55,1.525,0.6
2012 Summer,CAY,4,2,5,23.75,186.25,84.25,1,1,0,2012,0,0,0,0,0,0.8,0.0
2012 Summer,CGO,7,3,6,26.143,172.0,67.857,1,1,0,2012,0,0,0,0,0,1.167,0.0
